QUEST,STYPE,LANG,QF,Q1,Q2,Q3A,Q3B,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,USER,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q21,Q22,Q23,Q24,AGE_COL,REGION,WEIGHT
53324,2,EN,9,2,5,4,4, ,5,5,1,2,2,3,3,2,2,2,1,2, ,5,3,7,3, ,2,2,1,1,1,1,1,3,3,1,2,1,2, ,1977,5,2,1,3, ,2,2,2,2,3,4,0.808889158
53345,2,EN,6,1,7,4,6,3, ,3,1,2,2,2,4,4,2,2,1,1, ,7,3,3,5, ,2,2,1,2,1,2,2,2,1,1,2,1,2, ,1993,3,2,1, , ,2,2,2,4,2,3,1.501658467
53598,1,EN,9,2,3,5,6,5, ,6,1,1,1,2,3,4,2,1,1, ,3,7,7,5, ,6,2,2,2,2,2,2,2,3,88,2,3,3,1,1,1950,7,2,1, , ,2,2,2,7,4,4,0.53089607
53608,2,EN,10,2,7,5,5, ,5,6,1,2,2,4,3,2,2,1,1,2, ,5,6,7,4, ,2,3,1,1,1,2,2,2,1,2,1,2,2, ,9999,4,2,3, , ,2,2,99,5,3,5,0.743986141
53813,1,EN,3,3,6,5,2, ,1,1,2,3,3,2,3,3,3,2,1,1, ,5,6,6,4, ,3,2,1,1,2,1,1,2,1,1,2,3,2, ,1961,6,1,1, , ,1,2,2,4,4,1,0.368967875
53918,2,EN,4,2,3,5,6,2, ,4,1,2,2,2,4,3,2,2,1,1, ,2,2,5,1, ,3,2,1,2,1,1,2,2,1,2,2,1,1,23,1996,3,2,1, , ,2,2,2,4,2,1,0.466810868
53969,2,FR,5,4,4,4,4,3, ,2,2,2,3,4,4,3,2,2,1, ,4,5,5,5, ,3,2,3,1,2,2,2,2,3,1,2,4,3,2, ,1976,5,2,2, , ,2,2,2,2,3,2,0.853296791
53981,2,EN,6,2,4,4,4,2, ,4,1,3,3,3,4,3,3,3,1,1, ,7,6,6,4, ,1,1,1,2,2,2,2,2,3,2,4,3,2, ,1981,4,1,1, , ,2,2,2,5,3,3,1.470244686
54319,2,FR,5,4,7,7,98, ,1,1,2,4,4,4,4,4,4,4,1, ,1,7,7,7, ,7,4,4,1,1,1,1,1,2,1,1,1,1,1,98,9999,99,4,1,2, ,2,2,1,99,9,2,1
54469,1,EN,6,1,7,1,1,1, ,1,2,1,4,4,4,4,1,1,1, ,2,7,7,7, ,7,4,4,2,1,2,2,2,2,3,1,4,1,2, ,9999,4,2,3, , ,99,2,1,4,3,3,1.312715615
54492,2,EN,10,2,4,3,5, ,5,5,1,2,2,2,3,2,2,1,1,2, ,4,5,7,2, ,2,1,1,1,1,2,1,2,3,1,2,1,2, ,1989,3,1,1, , ,2,2,2,6,2,5,2.359702178
54736,1,FR,5,2,6,5,4,5, ,6,1,2,3,3,4,2,2,2,1, ,2,5,5,3, ,6,3,3,1,1,1,1,1,2,3,2,2,1,1,21,1944,7,2,2, , ,2,2,2,2,4,2,0.869944987
54869,1,EN,4,4,1,7,7, ,7,1,1,3,2,1,4,2,1,1,1,98, ,1,1,1,7, ,4,4,2,2,2,2,1,3,1,1,4,3,2, ,1988,3,2,1,3, ,2,2,1,7,2,1,0.466810868
54890,2,FR,5,3,2,1,3, ,7,3,2,3,3,4,4,4,2,1,1,2, ,6,2,5,1, ,4,4,1,1,1,1,2,2,3,2,1,3,2, ,1976,5,2,2, , ,2,2,2,4,3,2,0.853296791
54909,2,EN,5,4,1,3,3,7, ,5,2,4,1,4,4,4,4,3,1,3, ,5,2,4,2, ,3,3,2,2,1,2,2,3,3,2,4,3,2, ,1995,3,1,3, , ,2,2,2,7,2,2,1.923705858
54953,2,EN,6,2,6,7,7,6, ,5,1,1,1,4,4,4,1,1,1, ,2,1,1,1, ,1,1,4,97,97,1,1,1,1, ,1,1,3,2, ,1959,6,1,1, , ,2,2,2,4,4,3,1.191530466
55121,2,EN,6,3,4,4,2,6, ,7,2,1,3,2,4,3,4,3,1, ,1,3,4,2, ,1,2,2,1,1,2,2,2,2,98,1,3,3,2, ,2002,2,1,1, , ,2,2,1,2,1,3,3.504085299
55145,2,EN,9,2,5,3,3,3, ,7,1,1,1,3,4,3,1,1,1,1, ,7,7,7,1, ,4,1,1,1,2,2,2,3,1,2,1,3,1,29,1965,6,2,1, , ,2,2,2,4,4,4,0.53089607
55154,2,FR,5,1,7,6,6, ,6,5,1,3,2,2,3,3,2,2,1,3, ,3,1,1,2, ,2,2,1,2,1,1,2,1, ,1,2,3,2, ,1973,5,1,2, , ,1,2,2,4,3,2,1.000685055
55284,2,EN,9,1,6,4,4, ,6,5,1,2,3,3,3,3,2,2,1, ,4,7,6,7, ,3,1,2,1,1,1,2,2,2,99,1,1,1,1,2,1953,7,2,1, , ,2,2,2,2,4,4,0.53089607
55462,2,EN,5,3,7,3,2,2, ,3,2,2,4,4,4,4,2,4,1, ,4,7,7,3, ,5,4,4,1,1,1,2,2,2,1,2,1,3,2, ,1986,4,2,1, , ,2,2,2,6,3,2,0.853296791
55523,2,EN,9,2,3,4,4,5, ,7,1,3,1,3,3,2,1,1,1,3, ,7,7,7,5, ,2,2,1,1,1,1,1,1, ,1,1,1,1,88,1999,2,99,1, , ,2,2,1,2,1,4,1
55729,2,FR,5,3,7,5,5, ,5,5,2,3,2,3,3,3,2,2,1,1, ,6,5,7,5, ,4,2,1,2,2,2,2,2,26,1,1,3,2, ,1956,7,1,2, , ,2,2,2,5,4,2,0.838231238
55747,2,EN,10,2,7,5,2,1, ,1,2,2,3,3,4,4,3,2,1,1, ,5,7,6,98, ,4,4,2,1,1,2,1,2,24,1,2,1,2, ,1952,7,1,1, , ,2,2,2,5,4,5,0.963680978
55875,2,EN,9,3,4,4,5, ,5,2,2,2,3,3,4,2,2,2,1,1, ,7,5,6, ,5,4,3,1,2,1,2,2,2,20,1,3,3,2, ,1990,3,1,1, , ,2,2,2,6,2,4,1.710576982
56294,2,FR,5,98,7,5,7,3, ,5,1,2,3,2,4,2,2,2,1,1, ,7,5,7,5, ,2,1,1,1,1,1,1,2,98,1,2,1,2, ,9999,2,1,2, , ,2,2,2,2,1,2,1.683323212
56395,2,EN,9,2,7,3,3, ,5,4,1,2,2,2,3,3,2,2,1, ,2,7,7,3,7, ,4,2,1,2,1,2,2,3,1,2,2,3,2, ,9999,6,2,1, , ,2,2,1,5,4,4,0.53089607
56492,2,EN,10,3,4,3,3,2, ,5,1,1,1,2,4,4,1,1,1,1, ,7,7,7,5, ,3,4,1,1,1,1,2,3,1,1,1,3,1,98,1958,6,1,1, , ,2,2,2,5,4,5,0.963680978
56590,2,FR,5,3,6,5,98,3, ,2,2,1,2,3,4,1,1,1,1,5, ,3,2,7,1, ,1,1,2,2,2,2,98,2,1,2,1,3,2, ,1994,3,1,2, , ,2,2,2,7,2,2,1.923705858
56682,2,EN,6,3,4,3,3, ,5,2,1,1,4,3,4,3,1,1,1,2, ,1,4,1,4, ,4,4,2,2,2,2,2,3,21,2,4,3,2, ,1948,7,2,1, , ,2,2,2,3,4,3,1.209473778
56821,2,EN,9,3,3,2,2, ,3,98,1,2,4,4,4,4,98,98,1, ,3,3,2,2, ,2,4,4,1,1,2,2,2,3,2,1,1,3,2, ,1986,4,2,1, , ,2,2,2,2,3,4,0.808889158
56870,2,FR,5,2,7,6,6, ,7,7,1,1,3,3,4,3,1,1,1,2, ,7,4,7,1, ,4,2,1,2,1,1,2,2,23,1,3,1,1,21,1968,5,2,2, , ,2,2,2,4,3,2,0.853296791
57032,2,EN,10,2,5,4,4,4, ,4,2,3,3,3,3,3,3,3,1,1, ,4,4,3,3, ,3,3,1,1,1,1,1,3,3,1,2,1,1,98,1961,6,2,1, , ,1,1, ,7,4,5,0.996874362
57128,2,FR,5,4,7,4,3,5, ,2,2,3,2,2,4,2,4,3,1,1, ,6,4,4,1, ,4,3,2,2,2,2,2,2,88,1,1,1,2, ,1992,3,2,2, , ,2,2,1,4,2,2,1.578553362
57345,1,FR,5,2,3,4,4, ,5,3,2,2,2,3,3,3,1,1,1, ,4,7,5,6, ,4,4,2,1,1,1,2,2,2,20,1,2,3,2, ,1979,4,1,2, , ,2,2,2,7,3,2,1.000685055
57375,1,EN,6,2,7,6,6,6, ,5,2,2,2,2,98,2,1,2,1,3, ,6,6,7,6, ,4,4,2,2,1,2,2,3,21,2,1,3,1,98,1951,7,1,1, , ,2,2,2,4,4,3,1.191530466
57667,2,EN,5,4,6,5,5, ,5,3,2,2,3,3,3,3,3,2,1, ,4,6,5,7, ,5,4,4,1,1,1,2,1,1, ,1,2,2,2, ,1971,5,1,3, , ,2,2,1,6,3,2,1.000685055
57714,1,FR,5,2,7,4,2, ,6,3,1,2,3,3,4,4,1,1,1,1, ,5,7,7,4, ,3,4,1,1,1,2,2,3,1,1,3,3,2, ,1978,4,1,2, , ,2,2,2,6,3,2,1.000685055
57722,2,FR,5,3,5,4,4, ,6,5,1,2,2,2,3,3,1,1,1, ,4,3,3,3, ,2,3,2,2,2,2,2,2,2,26,2,2,3,2, ,1994,3,2,2, , ,2,2,2,6,2,2,1.578553362
57886,2,EN,9,2,6,3,3,2, ,1,2,2,2,3,3,3,3,1,1, ,3,7,6,7, ,5,4,3,1,1,2,1,2,3,2,2,2,3,1,2,1960,6,1,1, , ,1,2,2,5,4,4,0.520980832
58018,2,EN,10,4,4,3,5, ,5,6,1,2,3,3,4,3,2,2,1,1, ,7,5,6,4, ,3,2,1,2,2,2,2,2,20,2,3,3,2, ,1980,4,1,1, , ,2,2,2,6,3,5,1.068919838
58097,2,EN,8,2,5,5,4,4, ,3,2,2,3,3,3,3,2,2,1,2, ,5,5,7,2, ,2,4,1,1,1,2,1,2,26,1,1,3,1,2,9999,6,1,1, , ,2,2,2,4,4,4,0.520980832
58161,2,EN,9,2,6,6,5,3, ,4,1,1,2,3,4,4,3,3,1,1, ,4,3,5,2, ,4,4,1,2,1,2,2,3,1,1,3,3,2, ,1983,4,2,1, , ,2,2,2,6,3,4,0.808889158
58256,2,EN,9,1,7,7,7, ,1,3,1,3,4,3,4,4,4,4,1,1, ,7,7,5,7, ,3,2,1,1,1,1,1,1, ,1,1,1,2, ,1979,4,2,1, , ,2,2,2,4,3,4,0.808889158
58444,1,EN,9,4,5,6,5,4, ,1,2,4,4,4,4,1,4,2,1, ,4,5,6,7, ,1,4,4,1,1,1,1,1,3,1,1,1,1,1,1,1979,4,2,1, , ,2,2,2,7,3,4,0.808889158
58539,2,EN,6,2,5,1,3, ,4,6,1,1,3,3,3,2,2,1,1,1, ,2,4,7,1, ,4,1,1,2,1,2,2,3,2,1,3,3,2, ,1982,4,2,1, , ,2,2,2,7,3,3,1.312715615
58638,2,EN,9,2,6,4,5,2, ,2,2,2,4,4,3,3,2,2,1, ,4,7,7,7, ,4,3,1,1,2,1,2,1,2,1,1,1,1,1,1,1979,4,1,1, , ,2,2,2,6,3,4,0.812216396
58727,2,EN,9,2,7,6,5,4, ,5,2,2,2,2,3,3,2,2,1,1, ,5,7,7, ,7,4,3,1,2,2,2,2,3,3,2,3,3,2, ,9999,7,1,1, , ,2,2,2,2,4,4,0.520980832
58929,2,EN,5,2,4,4,4, ,3,4,1,2,3,2,3,3,2,2,1,2, ,3,4,7,4, ,2,2,1,2,1,2,2,2,26,1,2,3,2, ,1973,5,2,1, , ,2,2,2,2,3,2,0.853296791
59025,2,EN,9,2,5,3,4,6, ,6,1,1,3,2,3,1,2,1,1, ,1,6,4,7, ,3,2,3,1,2,1,2,1,3,23,2,2,3,2, ,1989,3,1,1, , ,2,2,2,6,2,4,1.710576982
59045,1,EN,10,1,7,7,6,4, ,4,1,1,3,3,3,4,2,1,1, ,98,7,6,6, ,3,4,4,1,2,1,2,2,2,27,1,1,3,1,1,1946,7,1,1, , ,1,2,2,7,4,5,0.963680978
59326,2,EN,6,3,3,3,4,5, ,5,2,2,3,3,3,2,3,2,1, ,3,2,4,2, ,4,1,2,1,2,1,2,2,3,3,1,4,3,2, ,2001,2,2,1, , ,2,2,1,2,1,3,2.354045809
59694,2,EN,9,2,5,5,5,2, ,5,1,3,4,4,4,4,4,2,1, ,4,6,3,7, ,1,3,3,2,1,1,2,1,2,1,1,4,3,1,1,9999,6,2,1, , ,2,2,2,3,4,4,0.53089607
59858,2,EN,10,2,7,3,1, ,3,1,2,3,3,3,4,4,3,2,1, ,2,7,7,7, ,6,3,2,1,1,1,2,2,3,27,2,2,1,2, ,1977,5,1,1, , ,2,2,2,7,3,5,1.068919838
59875,2,EN,8,4,4,4,2, ,5,2,1,2,2,3,3,3,2,2,1,3, ,5,5,5,5, ,4,4,2,1,2,1,1,3,3,1,4,3,2, ,1947,7,2,1, , ,1,2,2,3,4,4,0.53089607
60211,2,EN,9,1,7,7,1,1, ,1,2,2,4,4,4,4,4,2,1,2, ,7,98,7,6, ,4,4,1,2,1,1,1,1, ,1,1,98,2, ,1962,6,2,1, , ,2,2,2,6,4,4,0.53089607
60545,2,EN,6,3,6,6,5,5, ,4,1,1,3,2,98,2,2,1,1, ,3,4,4,2, ,4,2,2,1,2,1,2,2,3,1,1,2,3,2, ,2002,2,2,3, , ,2,2,2,5,1,3,2.354045809
60598,1,EN,1,1,6,6,6, ,5,2,1,4,4,4,4,4,1,1,1, ,4,98,7,4, ,1,4,4,1,1,1,1,1,1, ,1,1,3,1,26,1974,5,2,1, , ,2,2,2,4,3,1,0.811720275
60612,2,EN,7,4,7,7,7,7, ,7,1,4,2,4,2,2,4,2,1, ,5,1,1,7, ,7,4,4,2,2,2,2,2,3,98,2,4,3,2, ,1957,7,2,1, , ,2,2,2,1,4,4,0.53089607
60704,2,FR,6,4,1,5,6, ,3,7,1,3,3,3,4,3,1,1,1,1, ,2,1,7,5, ,3,3,1,2,1,1,2,2,20,1,2,3,2, ,1990,3,3,2, , ,2,2,1,1,2,3,1
60741,1,FR,5,3,6,3,3,5, ,4,2,2,3,3,4,2,2,1,1, ,3,6,7,7, ,7,2,2,1,2,1,2,1,2,1,2,2,3,2, ,1987,4,1,2, , ,2,2,2,4,3,2,1.000685055
60884,2,EN,6,2,4,1,1,3, ,2,1,1,1,1,2,1,1,1,1,4, ,3,1,4,4, ,1,2,98,2,98,2,1,3,1,1,3,3,2, ,1980,4,1,1, , ,1,2,2,4,3,3,1.470244686
60955,2,FR,5,1,7,7,7,4, ,1,2,4,1,4,3,4,1,1,1,5, ,6,6,7,7, ,4,4,1,1,1,1,1,1, ,2,4,2,2, ,1977,5,2,2, , ,2,2,2,2,3,2,0.853296791
61178,2,EN,8,4,4,5,4,6, ,5,2,1,3,2,3,2,1,1,1, ,3,4,2,4,1, ,2,2,1,2,2,2,2,3,26,2,2,3,2, ,1995,3,2,1, , ,2,1, ,2,2,4,0.928079339
61181,2,FR,5,2,3,6,6,6, ,6,1,2,2,2,2,2,2,2,1, ,5,2,1,1, ,3,2,2,2,1,2,2,2,2,25,2,4,3,2, ,1945,7,2,2,1,3,2,2,1,2,4,2,0.869944987
61250,2,EN,6,2,2,3,5, ,7,5,1,1,2,2,3,2,1,1,1,1, ,1,5,1,1, ,2,3,1,1,2,1,1,2,25,1,3,3,1,2,1988,3,2,1, , ,2,2,2,7,2,3,1.501658467
61309,1,EN,6,1,7,6,5,2, ,5,2,2,3,3,4,2,4,3,1, ,3,7,7,7, ,3,4,4,2,1,1,1,1,3,2,1,1,1,1,20,1950,7,2,1,2, ,2,2,2,7,4,3,1.209473778
61616,2,EN,1,2,7,6,5,5, ,5,2,2,3,3,3,3,2,2,1, ,3,7,5,7,5, ,4,4,2,2,1,2,2,2,1,2,3,3,2, ,1948,7,1,1, , ,2,2,2,6,4,1,0.368967875
61792,2,EN,6,1,7,5,6, ,7,6,1,2,4,4,4,4,1,2,1, ,2,7,7,7, ,1,1,4,1,2,1,2,2,2,25,2,2,1,1,28,1951,7,2,1, , ,1,2,2,7,4,3,1.209473778
61847,2,EN,3,2,2,6,5, ,6,6,2,1,2,3,2,2,2,1,1, ,3,5,4,2, ,1,1,4,1,2,1,2,1,2,26,1,2,3,1,2,1969,5,1,1, , ,1,2,2,2,3,1,0.47441061
61852,2,EN,6,3,7,6,2,1, ,1,2,4,4,4,4,4,4,4,1,1, ,7,7,7,7, ,4,3,97,97,1,1,1,3,3,1,4,1,1,2,1981,4,2,1, , ,2,2,2,7,3,3,1.312715615
61896,2,EN,6,3,5,4,4, ,4,3,2,2,2,4,4,2,2,2,1,1, ,7,5,5,4, ,3,3,2,1,1,1,2,3,1,2,2,3,1,2,1971,5,2,1, , ,2,2,2,7,3,3,1.312715615
62118,2,EN,10,2,2,3,3, ,6,6,2,1,2,3,4,3,3,1,1, ,4,4,4,2, ,3,3,1,2,2,2,2,2,3,3,2,4,3,2, ,1946,7,2,1, , ,2,2,2,6,4,5,0.996874362
62153,2,EN,10,2,1,5,4,6, ,6,1,2,4,2,4,2,2,3,1, ,1,7,4,6, ,5,2,3,1,1,2,1,2,3,1,2,2,1,2, ,1960,6,1,1, , ,2,2,2,6,4,5,0.963680978
62200,2,EN,8,2,1,7,7, ,6,6,1,2,2,2,2,2,2,2,1, ,2,4,4,3, ,1,3,1,1,2,2,2,2,2,23,2,3,3,1,2,1996,3,1,2, , ,2,2,2,6,2,4,1.710576982
62203,2,EN,6,2,7,5,5,5, ,6,2,2,4,4,4,2,2,3,1, ,3,7,7,7, ,7,1,2,1,2,2,2,2,3,1,2,2,3,1,2,1995,3,2,3, , ,2,2,2,5,2,3,1.501658467
62276,2,EN,9,2,6,3,3, ,4,3,2,3,4,4,4,4,2,2,1,2, ,7,7,6,3, ,97,2,2,1,1,2,2,3,1,1,1,1,2, ,1961,6,2,1, , ,2,2,2,5,4,4,0.53089607
62309,2,EN,5,4,5,3,5,6, ,6,1,1,2,2,2,2,1,1,1, ,3,7,6,6, ,7,2,3,1,2,1,2,2,2,1,1,1,3,1,98,1977,5,2,1, , ,1,2,2,7,3,2,0.853296791
62548,2,EN,6,3,7,4,4,2, ,2,1,2,3,3,4,3,2,2,1,1, ,7,7,5,5, ,1,3,1,1,1,2,2,2,23,1,3,3,2, ,2003,2,2,1, , ,2,2,2,2,1,3,2.354045809
62569,1,FR,5,2,7,6,7,6, ,5,1,2,2,2,2,98,2,2,1, ,4,4,5,7, ,2,1,1,2,1,2,2,2,2,1,2,4,1,2, ,1942,7,2,2, , ,2,2,2,4,4,2,0.869944987
62664,2,FR,5,2,7,6,6, ,4,5,2,2,2,2,3,3,2,2,1,4, ,3,3,4,5, ,4,4,2,2,1,1,1,2,22,2,2,3,1,24,1967,6,2,2, , ,2,2,99,4,4,2,0.869944987
62669,1,EN,7,2,3,3,3,4, ,4,1,2,2,2,2,2,2,2,1,1, ,4,2,6,3, ,2,2,2,2,2,2,2,2,1,2,4,2,1,2,1960,6,2,1, , ,2,2,2,6,4,4,0.53089607
62686,1,FR,5,3,7,2,2, ,2,2,2,2,2,4,2,2,2,2,1, ,98,98,98,5, ,1,98,4,97,97,2,98,2,2,26,2,3,3,2, ,1971,5,2,2, , ,2,2,2,2,3,2,0.853296791
62700,2,FR,5,3,4,4,4, ,7,4,1,2,3,2,2,3,2,2,1, ,4,5,5,7, ,5,3,3,2,1,1,1,2,2,24,2,4,1,2, ,1971,5,2,2, , ,2,2,1,2,3,2,0.853296791
63239,2,FR,5,1,7,5,4,4, ,3,2,2,3,2,3,3,2,1,1, ,3,6,4,7, ,4,4,2,1,1,1,1,2,3,1,2,2,1,2, ,1992,3,1,2, , ,2,2,1,3,2,2,1.923705858
63389,2,EN,10,3,6,2,2,4, ,6,2,3,4,3,4,3,4,3,1,2, ,5,5,7,5, ,3,3,1,2,1,1,1,3,1,1,3,1,2, ,2002,2,2,1, , ,2,2,2,2,1,5,0.94090553
63438,1,FR,5,2,7,5,5, ,6,5,2,2,2,3,3,2,2,2,1,2, ,7,6,7,6, ,2,2,1,2,1,1,1,2,1,1,2,3,2, ,1963,6,1,2, , ,2,2,2,7,4,2,0.838231238
63817,2,EN,9,2,4,4,5,5, ,7,1,1,4,2,4,2,2,1,1,1, ,7,4,2,4, ,2,2,1,2,2,1,2,2,1,2,3,3,2, ,2001,2,2,1, , ,2,2,2,2,1,4,1.058896163
64103,2,EN,9,2,7,4,5,3, ,3,2,2,4,4,4,4,2,2,1,1, ,7,6,5,4, ,4,4,1,1,1,2,2,2,1,2,1,1,1,2,1987,4,2,1, , ,2,2,1,7,3,4,0.808889158
64199,2,EN,9,1,7,6,6,6, ,6,1,1,3,2,4,4,1,4,1,1, ,7,7,7,7, ,4,4,1,1,1,1,1,2,23,1,3,3,2, ,1984,4,1,1, , ,2,2,2,4,3,4,0.812216396
64233,2,EN,6,2,7,5,5, ,1,3,1,2,3,2,4,4,2,2,1, ,1,6,6,7, ,7,1,3,2,2,1,1,2,1, ,1,2,1,1,26,1955,7,2,1, , ,2,2,2,4,4,3,1.209473778
64399,2,FR,5,2,7,6,4,3, ,6,1,3,3,3,3,3,2,2,1,1, ,4,6,7,4, ,4,4,1,1,1,1,1,2,24,1,2,3,1,2,1981,4,2,2, , ,2,2,1,7,3,2,0.853296791
64486,2,FR,5,1,7,5,5, ,4,6,1,2,98,4,4,4,2,2,1, ,1,7,7,7, ,7,4,2,1,1,1,1,1,2,23,1,1,1,2, ,1959,6,1,2, , ,2,2,2,4,4,2,0.838231238
64646,2,EN,3,2,3,5,2,1, ,6,2,4,4,99,4,4,4,2,1, ,2,3,7,4,5, ,3,3,1,1,1,97,1,3,1,1,98,3,1,98,1988,3,1,2, , ,2,2,2,7,2,1,2.181444937
64880,2,EN,6,1,7,4,2, ,1,7,1,3,4,4,4,3,4,4,1, ,1,7,7,7, ,7,4,4,1,1,1,1,1,3,3,2,1,1,1,88,1984,4,2,1, , ,2,2,2,6,3,3,1.312715615
64914,2,EN,9,2,7,4,5, ,4,5,1,2,98,2,4,2,2,3,1, ,2,7,6,7, ,5,4,3,1,98,2,1,1,2,1,1,2,3,2, ,1985,4,1,1, , ,2,2,2,3,3,4,0.812216396
65108,2,EN,9,1,7,7,2,7, ,2,2,4,4,2,4,3,4,4,1, ,2,7,7,7, ,7,4,4,1,1,1,1,1,1, ,1,1,1,2, ,1954,7,2,1, , ,2,2,2,6,4,4,0.53089607
65258,2,EN,10,2,3,2,2, ,5,3,1,3,2,4,4,2,2,2,1, ,2,1,1,5, ,1,1,4,1,2,2,2,2,2,24,2,4,1,2, ,1968,5,1,1, , ,2,2,2,3,3,5,1.068919838
65421,1,EN,8,3,5,3,3,7, ,99,1,2,2,2,3,2,2,2,1, ,4,5,5,3, ,5,3,4,2,2,1,2,2,3,24,2,2,3,2, ,9999,7,1,1, , ,2,2,2,2,4,4,0.520980832
65796,1,EN,9,2,7,6,6,2, ,6,1,2,2,3,3,2,2,2,1,1, ,7,6,6,5, ,4,4,1,1,1,2,2,1, ,1,1,1,2, ,9999,6,1,1, , ,2,2,2,6,4,4,0.520980832
66010,2,EN,9,2,7,5,5, ,1,6,1,2,4,4,4,4,2,2,1, ,1,7,7,7,7, ,4,4,1,1,1,2,1,1, ,1,1,1,1,23,9999,5,2,2, , ,2,2,1,4,3,4,0.808889158
66142,2,EN,10,4,7,5,2,1, ,5,1,4,4,4,4,4,2,3,1,1, ,7,7,7,2, ,4,4,1,1,1,2,1,3,1,1,1,1,1,1,9999,5,2,3, , ,2,2,1,7,3,5,0.743986141
66203,2,EN,6,1,7,5,5, ,7,4,2,2,98,3,4,4,1,1,1, ,1,6,3,4, ,1,4,4,1,2,2,2,2,1, ,2,4,3,2, ,1981,4,2,3, , ,2,2,2,6,3,3,1.312715615
66365,1,EN,7,1,7,5,4,4, ,4,1,2,3,3,4,4,4,4,1, ,3,7,7,7, ,7,4,4,1,1,1,1,2,2,1,1,2,3,2, ,1970,5,1,1, , ,2,2,2,2,3,4,0.812216396
66820,1,FR,5,1,7,5,5,1, ,2,1,3,4,4,4,4,3,3,1,1, ,7,7,7,7, ,4,4,1,1,1,1,1,2,1,1,1,3,2, ,1973,5,2,2, , ,2,2,2,7,3,2,0.853296791
66898,2,EN,6,2,6,5,5,2, ,2,2,2,2,3,3,2,1,2,1,1, ,6,6,7,6, ,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1975,5,1,1, , ,2,1, ,7,3,3,1.470244686
66904,1,EN,6,3,5,5,5, ,4,3,1,1,3,3,4,3,2,2,1, ,2,7,4,4, ,4,3,1,2,2,1,2,2,3,1,2,4,3,1,2,1942,7,1,1, , ,2,2,2,7,4,3,1.191530466
67181,1,EN,1,2,4,4,3,4, ,98,2,2,3,2,4,4,1,4,1,1, ,7,1,1,7, ,4,4,2,2,2,2,2,2,3,2,1,2,2, ,1947,7,2,1, , ,1,2,2,1,4,1,0.378719786
67312,2,EN,6,1,7,3,3, ,1,4,2,4,4,2,2,2,4,4,1, ,2,7,7,7, ,7,3,2,2,2,1,2,2,2,21,2,1,1,1,2,9999,7,2,1, , ,2,2,2,2,4,3,1.209473778
67382,1,EN,6,3,5,5,5,4, ,4,2,3,3,3,3,3,3,3,1, ,1,4,5,6, ,5,3,2,2,2,2,2,2,3,1,1,2,3,2, ,9999,2,1,1, , ,2,2,1,1,1,3,3.504085299
67394,2,EN,10,1,7,4,4, ,3,1,1,4,4,4,4,3,2,3,1,1, ,7,7,7,5, ,4,4,2,2,1,2,2,1, ,1,2,1,2, ,1973,5,1,1, , ,2,2,2,2,3,5,1.068919838
67568,2,EN,6,3,99,2,3, ,3,98,2,1,3,3,98,98,1,3,1, ,3,98,1,2, ,98,97,2,97,97,1,2,2,3,3,2,4,3,2, ,9999,7,2,1, , ,2,2,2,2,4,3,1.209473778
67632,2,EN,7,1,7,2,3,3, ,3,2,2,4,4,4,4,4,3,1, ,1,7,1,7, ,7,1,4,2,2,1,2,2,2,2,2,1,3,2, ,9999,4,2,2, , ,1,1, ,1,3,4,0.808889158
67755,2,EN,1,1,7,4,2, ,1,1,1,3,3,3,3,3,2,3,2, , , , , , , , , , , ,1,2,2, , ,2,2,3,1,1,9999,6,2,1, , ,2,2,1,1,4,1,0.378719786
67994,1,FR,5,2,7,5,5, ,6,5,1,2,2,3,4,2,3,3,1,2, ,6,5,7,5, ,3,3,2,2,1,2,1,3,21,1,3,1,2, ,1952,7,1,2, , ,2,2,2,4,4,2,0.838231238
68184,2,EN,9,1,7,6,5,4, ,6,1,3,3,2,3,3,2,2,1, ,1,1,1,6, ,5,4,4,97,97,2,2,2,98, ,2,1,3,2, ,9999,7,1,1, , ,2,2,2,5,4,4,0.520980832
68252,1,EN,7,4,7,7,7, ,5,5,1,2,2,2,4,3,2,2,1, ,3,7,7,7, ,7,4,4,2,1,2,2,2,3,25,2,4,2,2, ,1949,7,2,1, , ,2,2,1,4,4,4,0.53089607
68360,2,EN,10,3,5,1,1, ,5,1,2,2,98,98,3,4,2,2,1, ,3,1,3,7, ,1,3,3,98,2,98,2,2,2,1,1,2,3,2, ,1972,5,1,1, , ,2,2,1,7,3,5,1.068919838
68535,2,EN,6,1,7,5,5, ,1,2,1,3,4,4,4,2,4,3,1,1, ,7,4,7,5, ,4,4,1,1,1,1,1,3,2,1,1,3,2, ,1964,6,2,1, , ,2,2,2,2,4,3,1.209473778
68537,1,EN,5,2,6,6,6, ,5,5,1,2,3,4,3,2,2,2,1,1, ,7,7,7,7, ,4,4,1,2,1,2,2,2,2,2,4,1,1,23,1952,7,2,2, , ,2,2,2,4,4,2,0.869944987
